Concept Id	CPT Code	Consumer Friendly Descriptor
1008947	59001	Abdominal aspiration to reduce amount of fluid surrounding fetus using ultrasound guidance
1008948	59012	Aspiration of blood from fetal umbilical cord
1008949	59015	Removal of tissue from placenta for diagnosis
1008950	59020	Fetal contraction stress test
1008951	59025	Fetal non-stress test
1008952	59030	Aspiration of blood from scalp of fetus
1008954	59050	Fetal monitoring during labor by consulting physician
1008955	59051	Interpretation of fetal monitoring during labor by consulting physician
1008956	59070	Abdominal infusion of normal saline into fetal amniotic sac using ultrasound guidance
1008957	59072	Fetal umbilical cord occlusion using ultrasound guidance
1008958	59074	Aspiration of fetal fluid using ultrasound guidance
1008959	59076	Insertion of drainage catheter into fetal chest using ultrasound guidance
1008961	59100	Incision in uterus via abdomen
1008963	59120	Removal of ovarian or tubal pregnancy
1008964	59121	Removal of ovarian or tubal pregnancy
1008965	59130	Removal of pregnancy contents implanted in abdominal cavity
1008966	59135	Removal impregnated ovum outside the uterus and entire uterus
1008967	59136	Removal of tubal pregnancy and repair of uterine wall
1008968	59140	Cervical removal impregnated ovum outside the uterus
1008970	59150	Removal of ovarian or tubal pregnancy using an endoscope
1008971	59151	Removal of ovarian or tubal pregnancy including removal of the ovary and/or tube using an endoscope
1008972	59160	Scraping of lining of uterus post-delivery
1008974	59200	Insertion dilator device into cervix
1008976	59300	Episiotomy or vaginal repair
1008978	59320	Vaginal suture of cervix during pregnancy
1008979	59325	Abdominal suture of cervix during pregnancy
1008980	59350	Abdominal repair of tear of uterus
1008982	59400	Obstetrical pre- and postpartum care and vaginal delivery
1008983	59409	Vaginal delivery
1008984	59410	Vaginal delivery with post-delivery care
1008985	59412	Turning of fetus from breech to presenting position
1008986	59414	Vaginal delivery of placenta
1008988	59425	Predelivery care 4-6 visits
1008989	59426	Predelivery care 7 or more visits
1008990	59430	Post-delivery care
1008992	59510	Cesarean delivery with pre- and post-delivery care
1008993	59514	Cesarean delivery
1008994	59515	Cesarean delivery with post-delivery care
1008995	59525	Cesarean delivery with removal of uterus
1008997	59610	Vaginal delivery after prior cesarean delivery
1008998	59612	Vaginal delivery after prior cesarean delivery
1008999	59614	Vaginal delivery after prior cesarean delivery with post-delivery care
1009000	59618	Routine obstetric care following attempted vaginal delivery after previous cesarean delivery
1009001	59620	Cesarean delivery after vaginal delivery attempt due to prior cesarean delivery
1009002	59622	Cesarean delivery after vaginal delivery attempt due to prior cesarean delivery with post-delivery care
1009004	59812	Treatment of incomplete abortion
1009006	59820	Treatment of first trimester missed abortion
1009007	59821	Treatment of second trimester missed abortion
1009008	59830	Treatment of septic abortion
1009009	59840	Induced abortion by dilation and uterine scraping
1009010	59841	Induced abortion by dilation and removal of pregnancy contents
1009011	59850	Induced abortion by amniotic fluid injections with delivery of fetus and placenta
1009012	59851	Induced abortion by amniotic fluid injections with delivery of fetus and placenta
1009013	59852	Induced abortion by amniotic fluid injections
1009014	59855	Induced abortion by insertion of vaginal suppositories
1009015	59856	Induced abortion by insertion of vaginal suppositories
1009016	59857	Induced abortion by insertion of vaginal suppositories
1009018	59866	Elimination 1 or more fetuses of a multifetal pregnancy
1009019	59870	Aspiration of abnormal pregnancy contents with scraping of uterine wall
1009020	59871	Removal of suture of cervix under anesthesia
1009021	59897	Fetal invasive procedure
1009022	59898	Maternity care and delivery procedure using an endoscope
1009023	59899	Maternity care and delivery procedure
1009027	60000	Incision and drainage of infected thyroid duct cyst
1009030	60100	Needle biopsy of thyroid, accessed through the skin
1009031	60200	Incision of thyroid cyst or growth
1009033	60210	Partial removal of thyroid lobe on one side of the neck
1009034	60212	Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between
1009036	60220	Total removal of thyroid lobe on one side of the neck
1009037	60225	Total removal of thyroid lobe on one side of the neck plus partial removal of thyroid lobe on the opposite side of the neck including the tissue in between
1009038	60240	Removal of thyroid
1009040	60252	Removal of thyroid and surrounding lymph nodes
1009041	60254	Removal of thyroid and surrounding lymph nodes
1009042	60260	Removal of remaining thyroid tissue
1009044	60270	Removal of thyroid
1009045	60271	Removal of thyroid
1009046	60280	Removal of thyroid cyst or drainage of thyroid gland duct
1009047	60281	Removal of cyst or thyroid gland drainage tract
1018420	60300	Aspiration and/or injection of thyroid cyst
1009050	60500	Removal or exploration of parathyroid glands
1009051	60502	Removal or re-exploration of parathyroid glands
1009052	60505	Excision or exploration of parathyroid glands and breast bone tissue
1009053	60512	Excision and reimplantation of parathyroid tissue
1009055	60520	Removal of thymus gland through neck incision
1009056	60521	Removal of thymus gland, sternal or chest approach
1009057	60522	Removal of thymus gland surrounding lymph nodes, sternal or chest approach
1009058	60540	Abdominal exploration or removal of adrenal gland
1009059	60545	Abdominal exploration or removal of adrenal gland with removal of abdominal growth
1009061	60600	Removal of carotid artery tumor
1009062	60605	Removal of carotid artery and tumor
1009064	60650	Abdominal exploration or removal of adrenal gland using an endoscope
1009065	60659	Endocrine system procedure using an endoscope
1009067	60699	Endocrine system procedure
1009072	61000	Aspiration of spinal fluid from infant skull soft spot
1009073	61001	Aspiration of spinal fluid from infant skull soft spot
1009075	61020	Aspiration of spinal fluid for diagnosis from skull soft spot, burr hole, or catheter in brain
1009076	61026	Aspiration of spinal fluid and injection into skull soft spot, burr hole, or catheter in ventricle of brain
1009078	61050	Aspiration of fluid by spinal puncture in upper spine
1009079	61055	Spinal puncture in upper spine with injection of substance
1009080	61070	Aspiration or injection of cerebrospinal fluid shunt tubing or reservoir
1009082	61105	Aspiration of fluid from brain
1009083	61107	Insertion of brain drainage catheter or fluid pressure recording or monitoring device
1009084	61108	Aspiration and/or drainage of blood accumulation in brain
1009085	61120	Injection into ventricle of brain
1009087	61140	Drainage or biopsy of brain or lesion
1009088	61150	Drainage of brain abscess or cyst
1009089	61151	Drainage or aspiration of brain abscess or cyst
1009090	61154	Aspiration of blood accumulation in brain
1009092	61156	Aspiration of blood accumulation or cyst in brain
1009093	61210	Implantation of brain catheter, reservoir, EEG electrodes, pressure or other monitoring device
1009094	61215	Insertion of device beneath the skin for continuous infusion in brain
1009095	61250	Burr hole exploration of the brain
1009096	61253	Burr hole exploration of the brain
1009099	61304	Exploration of the brain
1009100	61305	Exploration of the brain
1009102	61312	Aspiration of blood accumulation in brain
1009103	61313	Aspiration of blood accumulation in brain
1009105	61314	Aspiration of blood accumulation in brain
1009106	61315	Aspiration of blood accumulation in brain
1009107	61316	Insertion of bone graft onto skull
1009109	61320	Drainage of brain abscess
1009110	61321	Drainage of brain abscess
1009112	61322	Incision or excision of skull to reduce brain pressure
1009113	61323	Incision or excision of skull to reduce brain pressure and excision of lobe of brain
1009114	61330	Incision of eye bone to reduce pressure
1009117	61333	Exploration and removal of lesion from bone of eye socket accessed through skull
1009119	61340	Incision of skull to reduce brain pressure
1009120	61343	Excision of skull base and upper spine to release spinal cord
1009121	61345	Excision of base of skull to reduce pressure at base of brain
1009123	61450	Excision of skull to reduce facial nerve pressure
1009125	61458	Excision of skull base for exploration or release of cranial nerves
1009126	61460	Excision of skull base to sever cranial nerve
1009131	61500	Removal of brain tumor or other skull bone lesion
1009132	61501	Removal of infected skull bone
1009134	61510	Removal of brain tumor
1009135	61512	Removal of brain tumor
1009136	61514	Removal of brain abscess
1009137	61516	Removal or drainage of brain cyst
1009138	61517	Implantation of chemotherapy agent into brain
1009140	61518	Removal of brain tumor
1009141	61519	Removal of brain tumor
1009142	61520	Removal of eighth cranial nerve brain tumor
1009143	61521	Removal of skull base tumor
1009145	61522	Removal of brain abscess
1009146	61524	Removal of brain cyst or creation of drainage tract
1009147	61526	Removal of eighth cranial nerve brain tumor
1009148	61530	Removal of eighth cranial nerve brain tumor
1009149	61531	Implantation of brain strip electrodes for seizure monitoring
1009151	61533	Implantation of brain electrode for seizure monitoring
1009152	61534	Excision of brain tissue to halt seizure activity
1009153	61535	Removal of electrode from brain
1009154	61536	Excision of brain tissue to halt seizure activity
1009155	61537	Excision of lobe of brain
1009156	61538	Excision of lobe of brain with measurement of seizure activity
1009157	61539	Excision of lobe of brain
1009158	61540	Excision of lobe of brain
1009159	61541	Incision of skull for incision of brain tissue
1009161	61543	Incision of skull for partial excision of brain tissue
1009162	61544	Incision of skull for excision or clotting of cerebrospinal fluid site
1009163	61545	Incision of skull for excision of pituitary gland tumor
1009164	61546	Incision of forehead bone for excision of pituitary gland tumor
1009165	61548	Excision of pituitary gland tumor
1009167	61550	Repair of single skull suture defect present at birth
1009168	61552	Repair of multiple skull suture defects present at birth
1009170	61556	Incision of prematurely closed skull suture with skull bone flap
1009171	61557	Incision of prematurely closed skull suture with bone flap from front portion of skull
1009173	61558	Removal of skull to restore shape due to multiple prematurely closed sutures
1009174	61559	Removal of skull and bone grafts to restore shape due to multiple prematurely closed sutures
1009176	61563	Removal of skull bone growth
1009177	61564	Removal of skull bone growth with release of optic nerve
1009179	61566	Removal of brain tissue to relieve seizure activity
1009180	61567	Incision of brain tissue with seizure monitoring
1009182	61570	Removal of foreign body from brain
1009183	61571	Treatment of penetrating brain wound
1009184	61575	Biopsy of brain stem or upper spinal cord
1009185	61576	Biopsy of brain stem or upper spinal cord
1009189	61580	Removal of nasal sinuses to approach brain lesion
1009190	61581	Removal of nasal sinuses to approach brain lesion
1009191	61582	Removal of facial bone to approach brain lesion
1009192	61583	Removal of facial bone to approach brain lesion
1009194	61584	Removal of facial bone to approach brain lesion
1009195	61585	Removal of facial bone to approach brain lesion
1009196	61586	Removal of facial bone to approach brain lesion
1009198	61590	Removal of jaw bone to approach brain lesion
1009199	61591	Removal of skull bone behind ear to approach brain lesion
1009200	61592	Removal of cheek bone and skull to approach brain lesion
1009202	61595	Removal of skull bone behind ear to approach brain lesion
1009203	61596	Removal of skull bone behind ear to approach brain lesion
1009204	61597	Removal of skull base to approach brain lesion
1009205	61598	Removal of skull to approach lesion or defect at skull base with tying of sinus
1009209	61600	Removal of lesion at skull base
1009210	61601	Removal of lesion at skull base
1009213	61605	Removal of lesion at skull base
1009214	61606	Removal of lesion at skull base
1009216	61607	Removal of lesion at skull base
1009217	61608	Removal of lesion at skull base
1009222	61611	Incision or tying of carotid artery at skull base
1009224	61613	Destruction of abnormal blood vessel at skull base
1009227	61615	Excision of abnormal blood vessel at skull base or upper spine bones
1009228	61616	Excision of abnormal blood vessel at skull base or upper spine bones
1009231	61618	Repair of brain covering by tissue or synthetic graft
1009232	61619	Repair of brain covering by vascular or combined vascular muscle graft
1009234	61623	Balloon occlusion of head or neck artery
1009236	61624	Occlusion of abnormal artery, accessed through the skin
1009237	61626	Occlusion of head or neck artery, accessed through the skin
1009238	61630	Balloon dilation of blood vessel in head, accessed through the skin
1009239	61635	Insertion of stents in blood vessel of head
1014027	61640	Balloon dilation of blood vessel spasm in head, accessed through the skin
1009241	61641	Balloon dilation of additional blood vessel spasm in head in same blood vessel family, accessed through the skin
1009242	61642	Balloon dilation of additional blood vessel spasm in head in different blood vessel family, accessed through the skin
1027721	61645	Removal of blood clot and injection to dissolve blood clot from head artery using fluoroscopic guidance, accessed through skin
1027722	61650	Infusion of chemical agent into the artery of brain with insertion of catheter and imaging
1027723	61651	Infusion of chemical agent into the artery of brain with insertion of catheter and imaging
1009245	61680	Repair of abnormal artery-vein connection in brain
1009246	61682	Repair of abnormal artery-vein connection in brain
1009247	61684	Repair of abnormal artery-vein connection in brain
1009248	61686	Repair of abnormal artery-vein connection in brain
1009249	61690	Repair of abnormal artery-vein connection in brain
1009250	61692	Repair of abnormal artery-vein connection in brain
1009252	61697	Repair of bulging of blood vessel (aneurysm) in brain
1009253	61698	Repair of bulging of blood vessel (aneurysm) in brain
1009255	61700	Repair of bulging of blood vessel (aneurysm) in brain
1009256	61702	Repair of bulging of blood vessel (aneurysm) in brain
1009257	61703	Repair of bulging of blood vessel (aneurysm) in brain
1009259	61705	Repair of bulging of blood vessel (aneurysm) in brain
1009260	61708	Repair of bulging of blood vessel (aneurysm) in brain
1009261	61710	Repair of bulging of blood vessel (aneurysm) in brain
1009262	61711	Connection of arteries in head
1009265	61720	Creation of brain lesion by stereotactic method
1009266	61735	Creation of brain lesion by stereotactic method
1009267	61750	Stereotactic biopsy, aspiration, or excision of brain lesion
1009268	61751	Stereotactic biopsy, aspiration, or excision of brain lesion using CT and/or MRI guidance
1009269	61760	Stereotactic implantation of brain electrodes for seizure monitoring
1009270	61770	Stereotactic insertion of catheters or probes for radiation source
1020362	61781	Computer-assisted procedure inside the brain
1020363	61782	Computer-assisted procedure outside the brain
1020364	61783	Computer-assisted spinal procedure
1009272	61790	Stereotactic creation of lesion of cranial nerve, accessed through the skin
1009273	61791	Stereotactic creation of brainstem lesion, accessed through the skin
1019021	61796	Stereotactic treatment of brain growth
1019022	61797	Stereotactic treatment of brain growth
1019023	61798	Stereotactic treatment of brain growth
1019024	61799	Stereotactic treatment of brain growth
1019025	61800	Application of headframe for stereotactic radiosurgery
1009277	61850	Implantation of neurostimulator electrodes
1009278	61860	Implantation of neurostimulator electrodes in brain
1009280	61863	Implantation of neurostimulator electrodes in brain
1009281	61864	Implantation of neurostimulator electrodes in brain
1009283	61867	Implantation of brain neurostimulator electrodes microelectrode recording
1009284	61868	Implantation of brain neurostimulator electrodes with microelectrode recording
1009286	61870	Implantation of brain neurostimulator electrodes
1009288	61880	Revision or removal of brain neurostimulator electrodes
1009290	61885	Insertion or replacement of brain neurostimulator generator or receiver
1009291	61886	Insertion or replacement of brain neurostimulator generator or receiver
1009292	61888	Revision or removal of brain neurostimulator generator or receiver
1009295	62000	Elevation of depressed skull fracture
1009296	62005	Elevation of depressed skull fractures
1009297	62010	Elevation of depressed skull fracture
1009298	62100	Repair of membrane covering the brain
1009300	62115	Reduction of an enlarged skull
1009302	62117	Reduction and reshaping of an enlarged skull
1009303	62120	Repair and reshaping of herniated brain through skull
1009304	62121	Repair of herniation of brain at skull base
1009306	62140	Reshaping of (up to 5 centimeter diameter) skull bone defect
1009307	62141	Reshaping of (larger than 5 centimeter in diameter) skull bone defect
1009308	62142	Removal of bone flap or prosthesis from skull
1009309	62143	Replacement of bone flap or prosthesis in skull
1009310	62145	Reshaping of skull bone defect
1009312	62146	Reconstruction and (up to 5 centimeter in diameter) graft of skull bone defect
1009313	62147	Reconstruction and (larger than 5 centimeter in diameter) graft of skull bone defect
1009314	62148	Removal of skull bone graft, accessed beneath the skin
1009316	62160	Insertion of brain fluid shunt catheter using an endoscope
1009318	62161	Release of brain scar tissue or cyst drainage using an endoscope
1009319	62162	Drainage of brain cyst using an endoscope
1009320	62163	Removal of foreign material in brain using an endoscope
1009321	62164	Removal of brain tumor using an endoscope
1009322	62165	Removal of pituitary gland tumor using an endoscope
1009324	62180	Creation of drainage tract for spinal fluid
1009326	62190	Creation of brain fluid drainage shunt
1009327	62192	Creation of brain fluid drainage shunt
1009328	62194	Replacement or irrigation of brain catheter
1009329	62200	Creation of brain fluid drainage shunt
1009330	62201	Stereotactic creation of spinal fluid drainage tract in the brain using an endoscope
1009332	62220	Creation of brain fluid drainage shunt
1009333	62223	Creation of brain fluid drainage shunt
1009334	62225	Replacement or irrigation of brain fluid drainage shunt catheter
1009335	62230	Replacement or revision of brain fluid drainage shunt valve or catheter
1009336	62252	Reprogramming of programmable brain and spinal fluid shunt
1009338	62256	Removal of brain and spinal fluid shunt system
1009339	62258	Removal and replacement of brain and spinal fluid shunt system
1009343	62263	Injection or mechanical removal of spinal canal scar tissue, percutaneous procedure, accessed through the skin, multiple sessions over 2 or more days
1009344	62264	Injection or mechanical removal of spinal canal scar tissue, percutaneous procedure, accessed through the skin, multiple sessions in 1 day
1019026	62267	Diagnostic aspiration of spinal disc or tissue, accessed through the skin
1009345	62268	Aspiration of spinal cord cyst or fluid-filled cavity, accessed through the skin
1009346	62269	Needle biopsy of spinal cord, accessed beneath the skin
1009347	62270	Spinal tap for diagnosis
1009348	62272	Spinal tap with drainage of spinal fluid
1009349	62273	Injection of blood or blood clot into spinal canal
1009351	62280	Injection of substance into spinal canal to destroy nerve tissue
1009352	62281	Injection of spinal canal to destroy nerve
1009353	62282	Injection of spinal canal to destroy nerve
1009354	62284	Injection of dye for X-ray imaging and/or CT of lower spinal canal
1009355	62287	Aspiration of lower spine disc, accessed through the skin
1009357	62290	Injection of dye for X-ray imaging of spine disc
1009358	62291	Injection of dye for X-ray imaging of spine disc
1009359	62292	Injection of chemical enzyme into herniated spinal disc
1009360	62294	Injection of drug into an artery to occlude arteriovenous malformation of spinal cord
1021653	62302	X-ray of upper spinal canal with radiological supervision and interpretation
1021654	62303	X-ray of middle spinal canal with radiological supervision and interpretation
1021655	62304	X-ray of lower spinal canal with radiological supervision and interpretation
1021656	62305	X-ray of lower spinal canal with radiological supervision and interpretation
1029606	62320	Injection of substance into spinal canal of upper or middle back
1029607	62321	Injection of substance into spinal canal of upper or middle back using imaging guidance
1029608	62322	Injection of substance into spinal canal of lower back or sacrum
1029609	62323	Injection of substance into spinal canal of lower back or sacrum using imaging guidance
1029610	62324	Insertion of indwelling catheter and administration of substance into spinal canal of upper or middle back
1029611	62325	Insertion of indwelling catheter and administration of substance into spinal canal of upper or middle back using imaging guidance
1029612	62326	Insertion of indwelling catheter and administration of substance into spinal canal of lower back
1029613	62327	Insertion of indwelling catheter and administration of substance into spinal canal of lower back lower back using imaging guidance
1009369	62350	Implantation, revision, or repositioning of spinal canal medication catheter
1009370	62351	Implantation, revision, or repositioning of catheter in spinal canal for medication administration
1009371	62355	Removal of implanted catheter in spinal canal
1009374	62360	Implantation or replacement of spinal canal drug infusion device beneath skin
1009375	62361	Implantation or replacement of spinal canal drug infusion pump
1009376	62362	Implantation or replacement of programmable spinal canal drug infusion pump
1009377	62365	Removal of spinal canal drug infusion pump or device, accessed beneath the skin
1009379	62367	Electronic analysis of spinal canal drug infusion pump
1009380	62368	Electronic analysis and reprogramming of spinal canal drug infusion pump
1020658	62369	Electronic analysis reprogramming and refill of spinal canal drug infusion pump
1020659	62370	Electronic analysis reprogramming and refill of spinal canal drug infusion pump by physician
1029614	62380	Decompression of spinal cord and/or nerve root in lower back using endoscope
1009383	63001	Partial removal of bone and/or release of upper spinal cord or spinal nerves
1009384	63003	Partial removal of bone and/or release of middle spinal cord or spinal nerves
1009385	63005	Partial removal of bone and/or release of lower spinal cord or spinal nerves
1009386	63011	Partial removal of bone and/or release of sacral spinal cord or spinal nerves
1009387	63012	Partial removal of bone and/or release of lower spinal cord or spinal nerves
1009389	63015	Partial removal of bone with release of upper spinal cord or spinal nerves
1009390	63016	Partial removal of bone and/or release of middle spinal cord or spinal nerves
1009391	63017	Partial removal of bone and/or release of lower spinal cord or spinal nerves
1009393	63020	Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in upper spine
1009394	63030	Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in lower spine
1009395	63035	Partial removal of bone with release of spinal cord or spinal nerves in upper or lower spine
1009397	63040	Re-exploration of spine repair with release of upper spinal cord or nerves
1009398	63042	Re-exploration of spine repair with release of lower spinal cord or nerves
1009399	63043	Re-exploration of spine repair with release of upper spinal cord or nerves
1009400	63044	Re-exploration of spine repair with release of lower spinal cord or nerves
1009402	63045	Partial removal of upper spine bone with release of spinal cord and/or nerves
1009403	63046	Partial removal of middle spine bone with release of spinal cord and/or nerves
1009404	63047	Partial removal of middle spine bone with release of spinal cord and/or nerves
1009405	63048	Partial removal of spine bone with release of spinal cord and/or nerves
1009406	63050	Reconstruction of bone around spinal canal with release of spinal cord
1009407	63051	Reconstruction of bone around spinal canal with release of spinal cord
1009410	63055	Release of middle spinal cord and/or nerves
1009411	63056	Release of lower spinal cord and/or nerves
1009412	63057	Release of middle or lower spinal cord and/or nerves
1009414	63064	Release of middle spinal cord or nerves, costovertebral approach
1009415	63066	Release of middle spinal cord or nerves, costovertebral approach
1009418	63075	Removal of upper spine disc and release of spinal cord and/or nerves
1009419	63076	Removal of upper spine disc and release of spinal cord and/or nerves
1009420	63077	Removal of middle spine disc and release of spinal cord and/or nerves
1009421	63078	Removal of middle spine disc and release of spinal cord and/or nerves
1009423	63081	Removal of upper spine bone with release of spinal cord and/or nerves, anterior approach
1009424	63082	Removal of upper spine bone with release of spinal cord and/or nerves, anterior approach
1009426	63085	Removal of middle spine bone with release of spinal cord and/or nerves, transthoracic approach
1009427	63086	Removal of middle spine bone with release of spinal cord and/or nerves, transthoracic approach
1009429	63087	Removal of middle or lower spine bone with release of spinal cord or nerves, combined thoracolumbar approach
1009430	63088	Removal of middle or lower spine bone with release of spinal cord or nerves, combined thoracolumbar approach
1009432	63090	Removal of middle, lower, or sacral spine bone with release of spinal cord or nerves, transperitoneal or retroperitoneal approach
1009433	63091	Removal of middle, lower, or sacral spine bone with release of spinal cord or nerves, transperitoneal or retroperitoneal approach
1009435	63101	Removal of middle spine bone with release of spinal cord and/or nerves, lateral extracavitary approach
1009436	63102	Removal of lower spine bone with release of spinal cord and/or nerves, lateral extracavitary approach
1009437	63103	Removal of middle or lower spine bone with release of spinal cord and/or nerves, lateral extracavitary approach
1009439	63170	Removal of the spine bone around spinal canal
1009441	63172	Drainage of spinal cord cyst or fluid-filled cavity into spinal canal
1009442	63173	Drainage of spinal cord cyst or fluid-filled cavity into lung or abdomen
1009444	63180	Removal of upper spine bone with removal of ligaments
1009445	63182	Removal of upper spine bone with removal of ligaments
1009447	63185	Removal of spine bone with severing of nerve roots
1009448	63190	Removal of spine bone with severing of nerve roots
1009449	63191	Removal of spine bone with severing of spinal accessory nerve
1009451	63194	Removal of spine bone with incision of upper spinal cord
1009452	63195	Removal of spine bone with incision of middle spinal cord
1009454	63196	Removal of spine bone with incision of upper spinal cord
1009455	63197	Removal of spine bone with incision of middle spinal cord
1009457	63198	Removal of spine bone with incision of upper spinal cord, 2 stages within 14 days
1009458	63199	Removal of spine bone with incision of middle spinal cord, 2 stages within 14 days
1009459	63200	Removal of lower spine bone with release of frayed spinal cord
1009462	63250	Removal of upper spine bone and arteriovenous malformation
1009463	63251	Removal of upper spine bone and arteriovenous malformation
1009464	63252	Removal of upper spine bone and arteriovenous malformation
1009466	63265	Removal of upper spine bone and growth
1009467	63266	Removal of middle spine bone and growth
1009468	63267	Removal of lower spine bone and growth
1009469	63268	Removal of sacral spine bone and growth
1009471	63270	Removal of upper spine bone and growth
1009472	63271	Removal of middle spine bone and growth
1009473	63272	Removal of lower spine bone and growth
1009474	63273	Removal of sacral spine bone and growth
1009476	63275	Removal or biopsy of upper spine bone growth
1009477	63276	Removal or biopsy of middle spine bone growth
1009478	63277	Removal or biopsy of lower spine bone growth
1009479	63278	Removal or biopsy of sacral spine bone growth
1009480	63280	Removal or biopsy of upper spine bone growth
1009481	63281	Removal or biopsy of middle spine bone growth
1009482	63282	Removal or biopsy of lower spine bone growth
1009483	63283	Removal or biopsy of sacral spine bone growth
1009484	63285	Removal or biopsy of upper spine bone growth
1009485	63286	Removal or biopsy of middle spine bone growth
1009486	63287	Removal or biopsy of lower spine bone growth
1009487	63290	Removal or biopsy of spine bone growth
1009488	63295	Reconstruction of spine bone following spinal procedure
1009491	63300	Removal of upper spine bone growth
1009492	63301	Removal of middle spine bone growth, transthoracic approach
1009493	63302	Removal of middle spine bone growth, thoracolumbar approach
1009494	63303	Removal of lower or sacral spine bone growth, transperitoneal or retroperitoneal approach
1009495	63304	Removal of upper spine bone growth
1009496	63305	Removal of middle spine bone growth, transthoracic approach
1009497	63306	Removal of middle spine bone growth, thoracolumbar approach
1009498	63307	Removal of lower or sacral spine bone growth, transperitoneal or retroperitoneal approach
1009499	63308	Removal of spine bone growth
1009501	63600	Creation of stereotactic spinal cord lesion, accessed through the skin
1009502	63610	Stereotactic stimulation of spinal cord through the skin
1019027	63620	Stereotactic treatment of spine growth
1019029	63621	Stereotactic treatment of spine growth
1009505	63650	Implantation of spinal neurostimulator electrodes, accessed through the skin
1009506	63655	Implantation of spinal neurostimulator electrodes
1020019	63661	Removal or revision of spinal neurostimulator electrodes, accessed through the skin
1020020	63662	Removal of spinal neurostimulator electrodes
1020021	63663	Revision and replacement of spinal neurostimulator electrodes
1020022	63664	Revision and replacement of spinal neurostimulator electrodes
1009508	63685	Insertion of spinal neurostimulator pulse generator or receiver
1009509	63688	Removal or revision of neurostimulator pulse generator or receiver
1009512	63700	Repair of (less than 5 centimeter diameter) spinal cord defect
1009513	63702	Repair of (larger than 5 centimeter) spinal cord defect
1009515	63704	Repair of (less than 5 centimeter) spinal cord defect
1009516	63706	Repair of (larger than 5 centimeter) spinal cord defect
1009517	63707	Repair of spinal fluid leak
1009518	63709	Repair of spinal fluid leak
1009519	63710	Placement of spinal cord graft
1009522	63740	Creation of spinal fluid shunt
1009523	63741	Creation of spinal fluid shunt, accessed through the skin
1009524	63744	Replacement, irrigation, or revision of lower spinal canal shunt
1009525	63746	Removal of lower spinal canal shunt
1009530	64400	Injection of anesthetic agent, trigeminal nerve
1009531	64402	Injection of anesthetic agent, facial nerve
1009532	64405	Injection of anesthetic agent, greater occipital nerve
1009533	64408	Injection of anesthetic agent, cranial (vagus) nerve
1009534	64410	Injection of anesthetic agent, upper spine (phrenic) nerve
1009536	64413	Injection of anesthetic agent, neck nerve bundle
1009537	64415	Injection of anesthetic agent, brachial (arm) nerve bundle
1009538	64416	Injection by continuous infusion of anesthetic agent, brachial (arm) nerve bundle
1009539	64417	Injection of anesthetic agent underarm (axillary) nerve
1009540	64418	Injection of anesthetic agent, collar bone nerve
1009541	64420	Injection of anesthetic agent, of rib nerve
1009542	64421	Injection of anesthetic agent of multiple rib nerves
1009543	64425	Injection of anesthetic agent, groin nerves
1009544	64430	Injection of anesthetic agent, pudendal (external genital) nerve
1009545	64435	Injection of anesthetic agent, paracervical (uterine) nerve
1009546	64445	Injection of anesthetic agent, sciatic nerve
1009547	64446	Injection by continuous infusion of anesthetic agent, sciatic nerve
1009548	64447	Injection of anesthetic agent, thigh nerve
1009549	64448	Injection by continuous infusion of anesthetic agent, thigh nerve
1009550	64449	Injection by continuous infusion of anesthetic agent into lumbar nerve bundle, posterior approach
1009551	64450	Injection of anesthetic agent, other peripheral nerve or branch
1019030	64455	Injections of anesthetic and/or steroid drug into nerve of foot
1027724	64461	Injection of anesthetic agent, thoracic vertebra
1027725	64462	Injection of anesthetic agent, thoracic vertebra
1027726	64463	Injection of anesthetic agent, thoracic vertebra
1009558	64479	Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance
1009559	64480	Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance
1009560	64483	Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance
1009561	64484	Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance
1021657	64486	Injections of local anesthetic for pain control and abdominal wall analgesia on one side
1021658	64487	Continuous infusions of local anesthetic for pain control and abdominal wall analgesia on one side
1021659	64488	Injections of local anesthetic for pain control and abdominal wall analgesia on both sides
1021660	64489	Continuous infusions of local anesthetic for pain control and abdominal wall analgesia on both sides
1020024	64490	Injections of upper or middle spine facet joint using imaging guidance
1020025	64491	Injections of upper or middle spine facet joint using imaging guidance
1020026	64492	Injections of upper or middle spine facet joint using imaging guidance
1020027	64493	Injections of lower or sacral spine facet joint using imaging guidance
1020028	64494	Injections of lower or sacral spine facet joint using imaging guidance
1020029	64495	Injections of lower or sacral spine facet joint using imaging guidance
1009564	64505	Injection of anesthetic agent, trigeminal nerve bundle
1009566	64510	Injection of anesthetic agent, sympathetic nerve bundle
1009567	64517	Injection of anesthetic agent, sacral nerve bundle
1009568	64520	Injection of anesthetic agent, middle or lower spine sympathetic nerves
1009569	64530	Injection of anesthetic agent, abdominal sympathetic nerve bundle
1009573	64553	Implantation of cranial nerve neurostimulator electrodes, accessed through the skin
1009574	64555	Implantation of peripheral nerve neurostimulator electrodes, accessed through the skin
